Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B Time
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.50 0.11 3.00 0.00 20170923103418
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C6 222.75 0.12 4.00 0.00 20170923103419
B0 0843 00 00 00 00 00 FF FF 00 FF F838 F83A F83E 20C6 223.00 0.12 4.00 12.00 20170923103419
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20C8 222.75 0.12 4.00 12.00 20170923103419
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 222.75 0.11 4.25 0.00 20170923103419
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 223.50 0.11 4.25 0.00 20170923103419
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C8 223.00 0.11 3.50 0.00 20170923103419
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C8 223.00 0.12 4.50 0.00 20170923103420
B0 0841 00 00 00 00 00 FF FF 00 FF F838 F83B F83E 20C8 223.00 0.12 4.00 12.00 20170923103420
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 223.00 0.11 4.50 12.00 20170923103420
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 223.25 0.11 4.50 12.00 20170923103420
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 222.75 0.11 4.25 12.00 20170923103420
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C8 222.75 0.11 3.25 12.00 20170923103420
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C8 223.00 0.11 3.25 12.00 20170923103421
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.75 0.11 3.00 12.00 20170923103421
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.50 0.10 3.00 12.00 20170923103421
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.50 0.10 3.00 12.00 20170923103421
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.75 0.10 2.25 12.00 20170923103421
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20C6 222.75 0.10 2.50 12.00 20170923103421
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C6 222.50 0.10 2.50 12.00 20170923103421
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C6 222.50 0.10 2.50 12.00 20170923103422
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C6 222.50 0.10 3.00 12.00 20170923103422
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C6 222.50 0.10 3.25 12.00 20170923103422
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C5 222.25 0.10 2.75 12.00 20170923103422
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20C5 222.75 0.10 3.00 12.00 20170923103422
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C5 222.75 0.10 3.00 12.00 20170923103422
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C5 222.25 0.10 3.25 12.00 20170923103423
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20C5 222.25 0.10 3.50 12.00 20170923103423
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20C5 222.75 0.10 3.75 12.00 20170923103423
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C5 222.50 0.10 4.00 12.00 20170923103423
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C5 222.50 0.10 4.50 12.00 20170923103423
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20C5 222.50 0.10 4.75 12.00 20170923103423
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C5 222.75 0.10 5.00 12.00 20170923103424
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20C5 222.75 0.10 5.25 12.00 20170923103424
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83B F83E 20C5 222.25 0.10 5.00 12.00 20170923103424
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C4 222.50 0.10 5.25 12.00 20170923103424
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C4 223.00 0.10 5.25 12.00 20170923103424
B0 200B 00 00 38 00 80 FF FF 00 FF F838 F83B F83E 20C4 0.00 0.10 5.00 0.00 20170923103424
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83B F83E 20C3 0.00 0.08 4.75 0.00 20170923103425
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83B F83E 20C2 0.00 0.07 4.25 0.00 20170923103425
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83B F83E 20C2 0.00 0.06 4.00 0.00 20170923103425
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F83E 20C2 0.00 0.04 3.75 0.00 20170923103425
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83B F83E 20C3 0.00 0.03 3.25 0.00 20170923103425
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F83E 20C5 0.00 0.02 3.00 0.00 20170923103425
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F83D 20C7 0.00 0.01 2.75 0.00 20170923103426
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F83D 20C9 0.00 0.00 2.50 0.00 20170923103426
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F83D 20CC 0.00 0.00 2.00 0.00 20170923103426
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F83D 20D0 0.00 0.00 1.75 0.00 20170923103426
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F83D 20D4 0.00 0.00 1.50 0.00 20170923103426
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F83D 20D8 0.00 0.00 1.00 0.00 20170923103426
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F83C 20DC 0.00 0.00 0.75 0.00 20170923103427
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F83C 20E1 0.00 0.00 0.50 0.00 20170923103427
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F83C 20E5 0.00 0.00 0.00 0.00 20170923103427
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F83C 20EA 0.00 0.00 0.00 0.00 20170923103427
