Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C Time
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B9 222.50 0.10 3.50 12.00 0.01 20170923104056
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B9 222.75 0.10 3.50 12.00 0.01 20170923104056
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83B F83C 20B8 222.50 0.10 3.50 12.00 0.03 20170923104056
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.50 0.10 3.50 12.00 0.03 20170923104057
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.75 0.10 3.50 12.00 0.03 20170923104057
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.50 0.10 3.50 12.00 0.01 20170923104057
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.50 0.10 3.50 12.00 0.01 20170923104057
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.75 0.10 3.50 12.00 0.01 20170923104057
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104057
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104058
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.50 0.10 3.50 12.00 0.01 20170923104058
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104058
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104058
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.50 0.10 3.50 12.00 0.03 20170923104058
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.50 0.10 3.50 12.00 0.01 20170923104059
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83B F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104059
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83B F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104059
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83B F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104059
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.00 0.10 3.50 12.00 0.01 20170923104059
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.00 0.10 3.50 12.00 0.01 20170923104059
B0 0002 00 00 00 00 80 FF FF 00 FF F836 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104100
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.00 0.10 3.50 12.00 0.01 20170923104100
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104100
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104100
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104100
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83B F83C 20B8 222.50 0.10 3.50 12.00 0.01 20170923104101
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83B F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104101
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104101
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83B F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104101
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.75 0.10 3.50 12.00 0.01 20170923104101
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83B F83C 20B8 222.50 0.10 3.50 12.00 0.01 20170923104101
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104102
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83B F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104102
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83B F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104102
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.50 0.10 3.50 12.00 0.01 20170923104102
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.50 0.10 3.50 12.00 0.01 20170923104102
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.50 0.10 3.50 12.00 0.01 20170923104103
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104103
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104103
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.50 0.10 3.50 12.00 0.01 20170923104103
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.50 0.10 3.50 12.00 0.01 20170923104103
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.50 0.10 3.50 12.00 0.01 20170923104103
B0 0002 00 00 00 00 80 FF FF 00 FF F837 F83A F83C 20B8 222.25 0.10 3.50 12.00 0.01 20170923104104
