Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 86 Time
B0 0000 00 00 00 00 00 FF FF 00 FF 29.50 30.00 31.50 2880 224.25 0.10 3.50 12.00 0.01 0.38 3100358101454506 20170928140603
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 225.00 0.10 3.50 12.00 0.01 0.38 8100358301454C06 20170928140603
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.00 0.10 3.50 12.00 0.01 0.38 EB00358601455706 20170928140603
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.00 0.10 3.50 12.00 0.01 0.09 A100358801455E06 20170928140603
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.00 0.10 3.50 12.00 0.01 0.38 6600358B01456906 20170928140604
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.00 0.10 3.50 12.00 0.01 0.09 CA00358D01457106 20170928140604
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.25 0.10 3.50 12.00 0.01 0.38 3B00359001457C06 20170928140604
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.00 0.10 3.50 12.00 0.03 0.09 4200359201458306 20170928140604
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.50 0.10 3.50 12.00 0.03 0.38 9600359501458E06 20170928140604
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.25 0.10 3.50 12.00 0.01 0.38 4600359801459906 20170928140605
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.25 0.10 3.50 12.00 0.03 0.09 5300359A0145A006 20170928140605
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.50 0.10 3.50 12.00 0.03 0.38 7100359D0145AB06 20170928140605
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 223.75 0.10 3.50 12.00 0.03 0.09 5D0035A00145B606 20170928140605
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.25 0.10 3.50 12.00 0.03 0.38 BF0035A20145BD06 20170928140606
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.75 0.10 3.50 12.00 0.01 0.38 F70035A50145C806 20170928140606
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.00 0.10 3.50 12.00 0.03 0.09 CC0035A80145D306 20170928140606
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 224.00 0.10 3.50 12.00 0.03 0.09 7C0035AA0145DA06 20170928140606
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 223.75 0.10 3.50 12.00 0.03 0.38 5F0035AD0145E506 20170928140606
