Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 86 87 Time
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.00 2896 221.25 0.10 3.50 12.00 0.03 0.38 3.700 0.200 20170929090707
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.00 2896 221.00 0.10 3.50 12.00 0.03 0.38 3.600 0.100 20170929090708
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.00 2880 221.00 0.10 3.50 12.00 0.03 0.09 3.600 0.300 20170929090709
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.00 2880 221.25 0.10 3.50 12.00 0.01 0.38 3.600 0.100 20170929090711
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.00 2896 221.00 0.10 3.50 12.00 0.03 0.09 3.600 0.300 20170929090712
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.00 2896 221.00 0.10 3.50 12.00 0.03 0.38 3.600 0.200 20170929090713
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.00 2896 221.25 0.10 3.50 12.00 0.03 0.38 3.700 0.200 20170929090714
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.00 2896 221.50 0.10 3.50 12.00 0.01 0.09 3.600 0.200 20170929090715
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.00 2896 221.25 0.10 3.50 12.00 0.03 0.38 3.600 0.200 20170929090716
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.00 2896 221.25 0.10 3.50 12.00 0.03 0.38 3.600 0.100 20170929090717
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.00 2896 221.00 0.10 3.50 12.00 0.03 0.38 3.600 0.400 20170929090718
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.00 2896 220.50 0.10 3.50 12.00 0.03 0.38 3.600 0.400 20170929090720
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.00 2896 221.25 0.10 3.50 12.00 0.03 0.38 3.600 0.000 20170929090721
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.00 2896 221.25 0.10 3.50 12.00 0.03 0.38 3.700 0.300 20170929090722
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.00 2896 221.00 0.10 3.50 12.00 0.01 0.09 3.700 0.400 20170929090723
