Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 Time
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 226.75 0.10 20170922171028
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 226.75 0.10 20170922171028
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20C0 226.75 0.10 20170922171028
B0 0002 00 00 00 00 80 FF FF 00 FF F83A F83B F83F 20C0 227.00 0.10 20170922171028
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 227.00 0.10 20170922171028
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 226.75 0.10 20170922171028
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20C0 227.25 0.10 20170922171028
B0 0002 00 00 00 00 80 FF FF 00 FF F83A F83B F83F 20C0 227.00 0.10 20170922171029
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 226.50 0.10 20170922171029
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 226.75 0.10 20170922171029
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 227.00 0.10 20170922171029
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 226.75 0.10 20170922171029
B0 0002 00 00 00 00 80 FF FF 00 FF F83A F83C F83F 20C0 227.00 0.10 20170922171029
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 227.25 0.10 20170922171029
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 226.75 0.10 20170922171030
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 226.75 0.10 20170922171030
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20C0 227.00 0.10 20170922171030
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 226.75 0.10 20170922171030
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20C0 226.75 0.10 20170922171030
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 226.75 0.10 20170922171030
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 227.25 0.10 20170922171031
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 226.75 0.10 20170922171031
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 226.50 0.10 20170922171031
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 226.75 0.10 20170922171031
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 227.00 0.10 20170922171031
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20C0 227.00 0.10 20170922171031
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 227.00 0.10 20170922171031
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 226.75 0.10 20170922171032
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 226.75 0.10 20170922171032
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171032
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 226.75 0.10 20170922171032
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.00 0.10 20170922171032
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.50 0.10 20170922171032
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171033
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.00 0.10 20170922171033
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 226.75 0.10 20170922171033
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.00 0.10 20170922171033
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 226.75 0.10 20170922171033
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.25 0.10 20170922171033
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171033
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.00 0.10 20170922171034
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.00 0.10 20170922171034
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 226.75 0.10 20170922171034
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.00 0.10 20170922171034
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171034
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171034
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.25 0.10 20170922171034
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171035
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 226.75 0.10 20170922171035
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 226.75 0.10 20170922171035
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 226.75 0.10 20170922171035
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.00 0.10 20170922171035
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.25 0.10 20170922171035
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171035
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171036
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 227.00 0.10 20170922171036
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171036
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.25 0.10 20170922171036
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.25 0.10 20170922171036
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.25 0.10 20170922171036
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.25 0.10 20170922171036
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.25 0.10 20170922171037
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.25 0.10 20170922171037
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171037
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.25 0.10 20170922171037
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.25 0.10 20170922171037
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.25 0.10 20170922171037
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.25 0.10 20170922171038
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 226.75 0.10 20170922171038
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171038
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20C0 227.00 0.10 20170922171038
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171038
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.25 0.10 20170922171038
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171038
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.25 0.10 20170922171039
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20C0 227.25 0.10 20170922171039
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.00 0.10 20170922171039
B0 0002 00 00 00 00 80 FF FF 00 FF F83A F83B F83F 20C0 227.25 0.10 20170922171039
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 226.75 0.10 20170922171039
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83C F83F 20BF 227.00 0.10 20170922171039
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.25 0.10 20170922171039
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171040
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 226.75 0.10 20170922171040
B0 0002 00 00 00 00 80 FF FF 00 FF F839 F83B F83F 20BF 227.00 0.10 20170922171040
