Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 86 87 Time
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 0 221.75 0.10 3.50 12.00 0.03 0.09 3.700 0.200 20170929095949
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 0 221.75 0.10 3.50 12.00 0.03 0.38 3.700 0.200 20170929095950
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 0 221.75 0.10 3.50 12.00 0.03 0.09 3.700 0.300 20170929095951
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 0 221.75 0.10 3.50 12.00 0.03 0.38 3.600 0.200 20170929095952
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 0 221.75 0.10 3.50 12.00 0.03 0.38 3.700 0.300 20170929095953
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 0 222.25 0.10 3.50 12.00 0.03 0.38 3.700 0.200 20170929095955
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 0 221.75 0.10 3.50 12.00 0.01 0.38 3.700 0.300 20170929095956
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 0 221.75 0.10 3.50 12.00 0.03 0.09 3.700 0.300 20170929095957
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 0 221.75 0.10 3.50 12.00 0.03 0.38 3.600 0.300 20170929095958
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 0 221.75 0.10 3.50 12.00 0.03 0.09 3.600 0.200 20170929095959
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 0 222.25 0.10 3.50 12.00 0.01 0.38 3.600 0.200 20170929100000
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 0 222.00 0.10 3.50 12.00 0.01 0.38 3.700 0.200 20170929100001
