Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 86 87 Time
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2896.00 221.25 0.10 3.50 12.00 0.01 0.38 3.600 0.200 20170929094658
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2880.00 221.75 0.10 3.50 12.00 0.01 0.09 3.600 0.300 20170929094659
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.50 2880.00 221.50 0.10 3.50 12.00 0.01 0.38 3.700 0.200 20170929094700
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 29.50 31.50 2896.00 221.25 0.10 3.50 12.00 0.03 0.38 3.500 0.200 20170929094701
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2896.00 221.75 0.10 3.50 12.00 0.03 0.38 3.600 0.100 20170929094702
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2880.00 221.25 0.10 3.50 12.00 0.03 0.09 3.700 0.300 20170929094703
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2880.00 221.75 0.10 3.50 12.00 0.01 0.38 3.600 0.300 20170929094705
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2896.00 222.00 0.10 3.50 12.00 0.01 0.09 3.700 0.200 20170929094706
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2896.00 221.75 0.10 3.50 12.00 0.03 0.38 3.700 0.200 20170929094707
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.50 2880.00 221.50 0.10 3.50 12.00 0.01 0.09 3.700 0.200 20170929094708
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2880.00 221.50 0.10 3.50 12.00 0.01 0.38 3.700 0.100 20170929094709
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2880.00 221.75 0.10 3.50 12.00 0.01 0.38 3.600 0.300 20170929094710
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2880.00 221.50 0.10 3.50 12.00 0.01 0.09 3.600 0.200 20170929094711
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2896.00 221.50 0.10 3.50 12.00 0.03 0.38 3.700 0.300 20170929094713
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2896.00 221.75 0.10 3.50 12.00 0.03 0.38 3.600 0.100 20170929094714
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2896.00 222.00 0.10 3.50 12.00 0.03 0.38 3.600 0.200 20170929094715
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912.00 221.75 0.10 3.50 12.00 0.01 0.09 3.600 0.300 20170929094716
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2912.00 221.00 0.10 3.50 12.00 0.03 0.09 3.700 0.300 20170929094717
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 29.50 31.50 2896.00 221.00 0.10 3.50 12.00 0.01 0.38 3.700 0.200 20170929094719
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 29.50 31.50 2896.00 221.50 0.10 3.50 12.00 0.01 0.09 3.600 0.300 20170929094720
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912.00 221.50 0.10 3.50 12.00 0.01 0.09 3.600 0.000 20170929094721
