Address 79 7A 7B 7C 7D 7E 7F 80 81 82 90 8D 8E 8F Time
D0 0000 8200 E900 FF00 9400 2900 FFFF 6900 0200 FFFF 001A 001B 001F 1B7C 20170505190150
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001F 1B80 20170505190150
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001F 1B7E 20170505190150
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001F 1B7F 20170505190150
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001F 1B7A 20170505190150
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001F 1B7C 20170505190150
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001F 1B7C 20170505190150
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001F 1B7B 20170505190150
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B78 20170505190150
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B7B 20170505190151
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B78 20170505190151
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B78 20170505190151
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B75 20170505190151
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B78 20170505190151
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B75 20170505190151
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B75 20170505190151
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B77 20170505190151
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B75 20170505190151
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B73 20170505190152
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B75 20170505190152
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B72 20170505190152
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B74 20170505190152
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B78 20170505190152
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B74 20170505190152
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B71 20170505190152
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B71 20170505190152
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B71 20170505190152
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B71 20170505190153
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B70 20170505190153
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B6D 20170505190153
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B6D 20170505190153
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B6D 20170505190153
D0 0002 8200 E900 FF00 9400 A080 FFFF 6900 0200 FFFF 001A 001B 001E 1B6D 20170505190153
