Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 86 Time
B0 0000 00 00 00 00 00 FF FF 00 FF 29.00 29.50 31.00 2848 231.50 0.10 3.50 12.00 0.03 0.38 0.000 20170928172921
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.00 2864 230.50 0.10 3.50 12.00 0.03 0.09 0.000 20170928172924
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.00 2864 230.50 0.10 3.50 12.00 0.03 0.38 0.000 20170928172952
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 30.00 31.00 2864 230.50 0.10 3.50 12.00 0.03 0.38 0.000 20170928172955
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.50 31.00 2864 230.50 0.10 3.50 12.00 0.01 0.38 0.000 20170928172957
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 30.00 31.00 2864 230.25 0.10 3.50 12.00 0.03 0.38 0.000 20170928172959
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 30.00 31.00 2864 230.50 0.10 3.50 12.00 0.03 0.38 0.000 20170928173001
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 30.00 31.00 2848 230.25 0.10 3.50 12.00 0.03 0.38 0.000 20170928173003
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 30.00 31.00 2848 230.75 0.10 3.50 12.00 0.03 0.09 0.000 20170928173006
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 30.00 31.00 2832 230.50 0.10 3.50 12.00 0.03 0.38 0.000 20170928173009
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 30.00 31.00 2832 230.50 0.10 3.50 12.00 0.03 0.38 0.000 20170928173012
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 30.00 31.00 2832 230.50 0.10 3.50 12.00 0.03 0.38 0.000 20170928173014
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 30.00 31.00 2832 230.75 0.10 3.50 12.00 0.03 0.38 0.000 20170928173016
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 30.00 31.00 2832 230.50 0.10 3.50 12.00 0.01 0.38 0.000 20170928173030
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.00 2832 230.50 0.10 3.50 12.00 0.01 0.09 0.000 20170928173034
