Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 86 Time
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2912 223.50 0.10 3.50 12.00 0.03 0.09 13 20170928163427
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2896 223.75 0.10 3.50 12.00 0.03 0.38 13 20170928163428
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2896 223.50 0.10 3.50 12.00 0.01 0.09 13 20170928163430
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2896 223.00 0.10 3.50 12.00 0.01 0.38 13 20170928163432
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2896 223.75 0.10 3.50 12.00 0.03 0.09 13 20170928163433
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.50 2896 223.75 0.10 3.50 12.00 0.03 0.09 13 20170928163434
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2896 223.75 0.10 3.50 12.00 0.03 0.09 13 20170928163435
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2896 223.75 0.10 3.50 12.00 0.03 0.09 13 20170928163437
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2896 223.75 0.10 3.50 12.00 0.03 0.38 13 20170928163444
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 29.50 31.50 2896 223.75 0.10 3.50 12.00 0.01 0.09 13 20170928163447
