Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 86 87 Time
B0 0000 00 00 00 00 00 FF 00 00 FF 27.000 32.000 32.000 2728 224.000 0.186 9.750 11.904 1.531 5.000 7.100 17.600 20171117154901024
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 32.000 32.000 3404 224.250 0.186 10.000 11.895 1.477 5.000 7.200 19.200 20171117154901608
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 32.000 32.000 3840 224.250 0.186 10.000 11.895 1.570 5.000 7.000 19.800 20171117154902187
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 32.000 32.000 3928 224.250 0.186 9.750 11.904 1.578 5.000 6.800 18.100 20171117154902764
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 32.000 32.000 3672 224.000 0.186 9.750 11.904 1.523 5.000 6.900 18.600 20171117154903325
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 32.000 32.000 3388 224.000 0.186 9.750 11.912 1.523 5.000 6.800 18.100 20171117154903902
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 32.000 32.000 3132 224.000 0.186 9.750 11.904 1.484 5.000 6.600 19.200 20171117154904469
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 32.000 32.000 2940 224.000 0.188 9.750 11.900 1.523 5.000 6.700 18.600 20171117154905044
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 2880 224.000 0.186 9.750 11.908 1.523 5.000 7.000 18.100 20171117154905629
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 2968 224.000 0.186 10.000 11.898 1.523 5.000 7.000 18.000 20171117154906204
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3180 224.500 0.186 10.000 11.887 1.523 5.000 7.300 18.700 20171117154906785
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3388 224.000 0.186 10.250 11.900 1.523 5.000 7.100 19.000 20171117154907343
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3508 224.500 0.186 10.000 11.904 1.547 5.000 6.900 17.500 20171117154907903
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3540 224.250 0.186 10.000 11.904 1.570 5.000 6.900 17.600 20171117154908485
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3420 224.000 0.186 10.000 11.893 1.617 5.000 6.800 17.800 20171117154909062
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3288 224.000 0.186 9.750 11.896 1.500 5.000 7.000 18.600 20171117154909624
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3180 224.000 0.186 10.000 11.904 1.430 5.000 7.000 17.900 20171117154910185
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3088 224.000 0.186 9.750 11.898 1.570 5.000 7.000 18.600 20171117154910765
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3060 224.000 0.186 9.750 11.891 1.617 5.000 7.100 17.400 20171117154911350
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3100 224.000 0.188 10.000 11.891 1.570 5.000 6.900 17.500 20171117154911927
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3180 224.000 0.186 10.000 11.904 1.570 5.000 7.200 19.100 20171117154912486
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3240 224.000 0.186 10.000 11.898 1.477 5.000 7.000 17.800 20171117154913066
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3268 224.000 0.186 10.000 11.898 1.500 5.000 6.900 18.600 20171117154913645
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3268 224.000 0.186 10.250 11.895 1.570 5.000 7.100 17.800 20171117154914223
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3300 224.250 0.186 10.250 11.904 1.570 5.000 6.900 17.500 20171117154914790
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3300 224.000 0.186 10.250 11.904 1.555 5.000 7.200 18.700 20171117154915363
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3328 224.000 0.186 10.250 11.904 1.617 5.000 7.400 18.700 20171117154915928
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3328 224.250 0.186 10.250 11.904 1.570 5.000 7.300 17.000 20171117154916510
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3328 224.000 0.186 10.250 11.889 1.477 5.000 7.200 18.000 20171117154917087
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3328 224.000 0.186 10.250 11.895 1.531 5.000 7.200 17.900 20171117154917664
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3328 223.750 0.186 10.250 11.898 1.570 5.000 7.300 17.800 20171117154918225
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3328 224.250 0.186 10.250 11.896 1.453 5.000 7.000 18.000 20171117154918809
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.000 11.900 1.500 5.000 7.000 18.400 20171117154919391
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 33.000 32.000 3328 224.000 0.186 10.250 11.893 1.555 5.000 7.300 18.100 20171117154919971
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3328 224.000 0.186 10.250 11.904 1.523 5.000 7.100 17.600 20171117154920550
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.000 11.904 1.477 5.000 7.300 17.500 20171117154921132
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3328 224.000 0.186 10.250 11.904 1.477 5.000 7.200 18.400 20171117154921707
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.250 11.904 1.523 5.000 7.200 18.000 20171117154922267
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3352 224.500 0.186 10.250 11.887 1.570 5.000 7.200 18.300 20171117154922828
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3332 223.750 0.186 10.250 11.904 1.500 5.000 7.400 18.100 20171117154923410
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3348 224.000 0.186 10.250 11.904 1.578 5.000 7.400 17.800 20171117154923985
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3340 224.250 0.186 10.500 11.918 1.523 5.000 7.200 18.300 20171117154924548
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.250 11.904 1.547 5.000 7.400 17.400 20171117154925129
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.250 11.883 1.523 5.000 7.400 18.100 20171117154925711
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.250 11.904 1.484 5.000 7.400 17.500 20171117154926292
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.250 11.904 1.438 5.000 7.400 17.600 20171117154926871
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.250 11.898 1.547 5.000 7.100 18.600 20171117154927451
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.250 11.895 1.570 5.000 7.300 18.300 20171117154928028
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.500 11.918 1.617 5.000 7.400 18.100 20171117154928610
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.250 11.904 1.531 5.000 7.400 18.600 20171117154929189
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.250 11.883 1.570 5.000 7.200 18.100 20171117154929771
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.250 11.891 1.617 5.000 7.600 17.800 20171117154930344
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.250 11.904 1.578 5.000 7.300 17.500 20171117154930925
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.250 11.904 1.570 5.000 7.500 18.400 20171117154931510
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.250 11.883 1.617 5.000 7.400 18.600 20171117154932093
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.250 0.186 10.500 11.904 1.523 5.000 7.200 17.200 20171117154932672
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.250 11.904 1.648 5.000 7.600 18.100 20171117154933250
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.250 11.904 1.477 5.000 7.400 17.300 20171117154933827
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.250 11.887 1.477 5.000 7.600 18.600 20171117154934412
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.250 11.891 1.508 5.000 7.400 18.100 20171117154934989
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.500 0.186 10.500 11.895 1.453 5.000 7.400 18.100 20171117154935566
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.250 11.904 1.617 5.000 7.500 19.200 20171117154936147
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.500 11.904 1.523 5.000 7.600 18.100 20171117154936726
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.500 0.186 10.500 11.904 1.523 5.000 7.500 18.600 20171117154937309
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.500 11.896 1.602 5.000 7.400 18.100 20171117154937891
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.250 11.904 1.484 5.000 7.600 18.700 20171117154938469
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.250 11.893 1.477 5.000 7.300 17.500 20171117154939047
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.250 11.895 1.430 5.000 7.500 17.300 20171117154939631
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.500 11.898 1.555 5.000 7.600 19.200 20171117154940208
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.500 11.898 1.602 5.000 7.500 17.200 20171117154940791
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 223.750 0.186 10.500 11.887 1.430 5.000 7.400 18.000 20171117154941369
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 32.000 3360 224.000 0.186 10.500 11.895 1.570 5.000 7.600 18.600 20171117154941947
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 224.000 0.186 10.500 11.904 1.570 5.000 7.700 18.700 20171117154942530
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3388 223.500 0.186 10.500 11.906 1.617 5.000 7.600 18.100 20171117154943092
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3384 223.750 0.186 10.500 11.904 1.617 5.000 7.600 18.400 20171117154943674
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 223.750 0.186 10.500 11.904 1.430 5.000 7.600 18.100 20171117154944247
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 224.000 0.186 10.500 11.896 1.523 5.000 7.600 19.200 20171117154944810
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 223.500 0.186 10.500 11.904 1.570 5.000 7.500 18.700 20171117154945387
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 223.750 0.186 10.500 11.904 1.500 5.000 7.600 18.100 20171117154945967
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3360 224.000 0.186 10.500 11.891 1.578 5.000 7.700 18.300 20171117154946553
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3360 224.000 0.186 10.250 11.900 1.555 5.000 7.500 18.100 20171117154947134
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3360 224.000 0.186 10.500 11.904 1.617 5.000 7.400 18.100 20171117154947714
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 224.000 0.186 10.250 11.904 1.523 5.000 7.600 18.100 20171117154948287
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3360 224.250 0.186 10.500 11.900 1.523 5.000 7.700 17.000 20171117154948849
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3380 224.000 0.186 10.500 11.904 1.477 5.000 7.800 19.200 20171117154949409
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 224.000 0.186 10.500 11.916 1.570 5.000 7.600 17.600 20171117154949988
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3360 224.250 0.186 10.500 11.896 1.477 5.000 7.600 18.100 20171117154950575
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 224.000 0.186 10.500 11.904 1.430 5.000 7.400 17.600 20171117154951152
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3360 224.000 0.186 10.250 11.910 1.570 5.000 7.800 18.100 20171117154951733
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3380 224.000 0.186 10.500 11.904 1.523 5.000 7.700 17.000 20171117154952314
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3384 224.000 0.186 10.500 11.895 1.477 5.000 7.600 17.500 20171117154952891
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3360 223.750 0.186 10.250 11.887 1.477 5.000 7.600 18.400 20171117154953472
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 223.750 0.186 10.500 11.900 1.500 5.000 7.500 18.600 20171117154954053
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 224.000 0.186 10.500 11.898 1.570 5.000 7.600 17.600 20171117154954634
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 223.750 0.186 10.500 11.889 1.523 5.000 7.600 17.500 20171117154955216
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3360 224.000 0.186 10.250 11.904 1.523 5.000 7.600 17.000 20171117154955793
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3360 224.250 0.186 10.500 11.908 1.508 5.000 7.600 17.600 20171117154956370
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 224.000 0.186 10.500 11.898 1.477 5.000 7.600 17.000 20171117154956934
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 34.000 33.000 3360 223.750 0.186 10.500 11.898 1.477 5.000 7.700 17.500 20171117154957512
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3360 223.750 0.186 10.500 11.900 1.430 5.000 7.600 18.700 20171117154958091
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 224.000 0.186 10.250 11.898 1.570 5.000 7.700 19.100 20171117154958656
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 223.750 0.186 10.500 11.891 1.461 5.000 7.600 17.800 20171117154959235
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 224.000 0.186 10.500 11.889 1.555 5.000 7.500 18.100 20171117154959813
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 223.750 0.186 10.250 11.891 1.570 5.000 7.700 17.800 20171117155000390
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 223.750 0.186 10.500 11.895 1.523 5.000 7.600 16.800 20171117155000970
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 223.750 0.186 10.250 11.883 1.430 5.000 7.500 17.000 20171117155001555
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 223.750 0.186 10.250 11.898 1.555 5.000 7.600 18.000 20171117155002131
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 224.000 0.188 10.750 11.896 1.430 5.000 7.500 17.000 20171117155002712
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 223.750 0.186 10.500 11.904 1.430 5.000 7.400 18.600 20171117155003291
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 223.750 0.186 10.500 11.895 1.484 5.000 7.600 18.600 20171117155003876
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 224.000 0.186 10.250 11.891 1.477 5.000 7.500 18.000 20171117155004452
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 224.000 0.186 10.250 11.883 1.484 5.000 7.700 18.400 20171117155005033
B0 0000 00 00 00 00 80 FF 00 00 FF 27.000 35.000 33.000 3388 223.750 0.186 10.250 11.900 1.531 5.000 7.600 18.100 20171117155005614
