Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 Time
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110640
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.25 0.10 3.50 12.00 0.01 0.09 20170923110640
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.25 0.10 3.50 12.00 0.01 0.09 20170923110641
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110641
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.38 20170923110641
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110641
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110641
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110641
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110642
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.38 20170923110642
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110642
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.38 20170923110642
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110642
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.38 20170923110643
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110643
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.03 0.38 20170923110643
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.38 20170923110643
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110643
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110643
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110644
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110644
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110644
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.03 0.09 20170923110644
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110644
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 222.75 0.10 3.50 12.00 0.03 0.09 20170923110644
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.38 20170923110645
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.50 0.10 3.50 12.00 0.01 0.09 20170923110645
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110645
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110645
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110645
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110646
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 223.00 0.10 3.50 12.00 0.03 0.09 20170923110646
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110646
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110646
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110646
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110647
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 222.75 0.10 3.50 12.00 0.03 0.38 20170923110647
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110647
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110647
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110647
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110647
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.03 0.09 20170923110648
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.03 0.09 20170923110648
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.50 0.10 3.50 12.00 0.01 0.09 20170923110648
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110648
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 223.00 0.10 3.50 12.00 0.01 0.09 20170923110648
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3040 222.75 0.10 3.50 12.00 0.01 0.09 20170923110648
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3056 223.00 0.10 3.50 12.00 0.01 0.38 20170923110649
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3040 222.50 0.10 3.50 12.00 0.01 0.09 20170923110649
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3056 222.75 0.10 3.50 12.00 0.01 0.09 20170923110649
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3056 223.00 0.10 3.50 12.00 0.01 0.09 20170923110649
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3056 223.25 0.10 3.50 12.00 0.01 0.38 20170923110649
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3056 223.00 0.10 3.50 12.00 0.03 0.09 20170923110650
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.50 31.00 3056 223.00 0.10 3.50 12.00 0.01 0.09 20170923110650
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3056 222.75 0.10 3.50 12.00 0.01 0.09 20170923110650
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3056 222.75 0.10 3.50 12.00 0.03 0.38 20170923110650
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 31.00 3056 222.75 0.10 3.50 12.00 0.01 0.09 20170923110650
