Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 86 87 Time
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.25 0.10 3.50 12.00 0.03 0.38 3.700 0.100 20170929100101
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.25 0.10 3.50 12.00 0.03 0.09 3.600 0.300 20170929100102
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.00 0.10 3.50 12.00 0.03 0.38 3.700 0.300 20170929100103
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 221.75 0.10 3.50 12.00 0.03 0.38 3.700 0.100 20170929100104
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.25 0.10 3.50 12.00 0.03 0.09 3.600 0.200 20170929100105
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 222.25 0.10 3.50 12.00 0.03 0.38 3.600 0.100 20170929100107
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 222.25 0.10 3.50 12.00 0.03 0.09 3.600 0.100 20170929100108
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 222.75 0.10 3.50 12.00 0.01 0.38 3.600 0.200 20170929100109
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.00 0.10 3.50 12.00 0.03 0.38 3.600 0.400 20170929100110
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.00 0.10 3.50 12.00 0.03 0.38 3.700 0.400 20170929100111
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2880 222.25 0.10 3.50 12.00 0.03 0.38 3.700 0.200 20170929100112
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.75 0.10 3.50 12.00 0.03 0.09 3.600 0.200 20170929100113
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.25 0.10 3.50 12.00 0.01 0.09 3.600 0.300 20170929100115
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.25 0.10 3.50 12.00 0.03 0.09 3.600 0.200 20170929100116
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2880 222.50 0.10 3.50 12.00 0.03 0.38 3.700 0.300 20170929100117
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.25 0.10 3.50 12.00 0.03 0.38 3.600 0.400 20170929100118
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.75 0.10 3.50 12.00 0.03 0.09 3.600 0.100 20170929100119
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.75 0.10 3.50 12.00 0.03 0.38 3.600 0.300 20170929100120
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2880 222.25 0.10 3.50 12.00 0.03 0.38 3.700 0.100 20170929100122
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2880 222.75 0.10 3.50 12.00 0.03 0.38 3.600 0.200 20170929100123
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2880 222.25 0.10 3.50 12.00 0.01 0.38 3.700 0.200 20170929100124
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2880 222.50 0.10 3.50 12.00 0.03 0.38 3.600 0.300 20170929100125
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2880 223.00 0.10 3.50 12.00 0.01 0.38 3.600 0.300 20170929100126
