Address 02 30 01 40 42 44 46 48 10 11 12 20 21 22 Time
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125355
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125355
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125355
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125356
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125356
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125356
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125356
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125356
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125356
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125356
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125356
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125357
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125357
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125357
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125357
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125357
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125357
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125357
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125357
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125358
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125358
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125358
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125358
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125358
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125358
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125358
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125358
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125359
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125359
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125359
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125359
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125359
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125359
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125359
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125359
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125400
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125400
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125400
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125400
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125400
B0 0000 0000 0316 0000 0680 0680 06C0 06C0 222.00 0.000 6.000 0.000 0.000 0.000 20170414125400
