Address 79 7A 7B 7C 7D 7E 7F 80 81 82 90 8D 8E 8F Time
D0 0000 00 00 00 00 00 FF 00 00 FF 001A 001C 001F 13E5 20170506142245
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13E5 20170506142245
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13E5 20170506142245
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13E5 20170506142245
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13E1 20170506142245
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13DE 20170506142246
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13DE 20170506142246
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13DE 20170506142246
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13D9 20170506142246
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13D6 20170506142246
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13D6 20170506142246
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13D6 20170506142246
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13D1 20170506142246
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13CF 20170506142246
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13CF 20170506142247
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13CF 20170506142247
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13CF 20170506142247
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13CF 20170506142247
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13C7 20170506142247
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13C7 20170506142247
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13C7 20170506142247
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13C7 20170506142247
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13C0 20170506142248
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 13C0 20170506142248
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 13C0 20170506142248
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 13BC 20170506142248
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13B8 20170506142248
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13B8 20170506142248
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 13B8 20170506142248
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 13B6 20170506142248
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13B1 20170506142248
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13B1 20170506142249
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13B1 20170506142249
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13B1 20170506142249
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13AC 20170506142249
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13A9 20170506142249
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13A9 20170506142249
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13A5 20170506142249
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 13A2 20170506142249
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 13A2 20170506142249
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 13A2 20170506142250
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 139A 20170506142250
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 1393 20170506142250
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 1393 20170506142250
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 1393 20170506142250
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 138D 20170506142250
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 138B 20170506142250
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 138B 20170506142250
D0 0002 00 00 00 00 80 FF 00 00 FF 001A 001C 001F 138B 20170506142251
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 138B 20170506142251
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 138B 20170506142251
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 138B 20170506142251
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 138B 20170506142251
D0 0002 00 00 00 00 80 FF 00 00 FF 0019 001C 001F 1385 20170506142251
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 1384 20170506142251
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 137A 20170506142251
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 136F 20170506142251
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 1366 20170506142252
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 135E 20170506142252
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 1353 20170506142252
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 1342 20170506142252
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 1338 20170506142252
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 132A 20170506142252
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 131B 20170506142252
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 1304 20170506142252
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 12FC 20170506142253
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 12EE 20170506142253
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 12D7 20170506142253
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 12D1 20170506142253
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 12C1 20170506142253
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 12A3 20170506142253
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 129A 20170506142253
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 128C 20170506142253
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 127D 20170506142253
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 126E 20170506142254
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 1249 20170506142254
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 1249 20170506142254
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 122B 20170506142254
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 122B 20170506142254
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 120A 20170506142254
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 1205 20170506142254
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0BC0 20170506142254
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0BC0 20170506142254
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0B9E 20170506142255
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0B66 20170506142255
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0B66 20170506142255
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0B1B 20170506142255
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0B1B 20170506142255
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0B1B 20170506142255
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0AD9 20170506142255
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0AD0 20170506142255
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0AD0 20170506142255
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0A8E 20170506142256
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0A85 20170506142256
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0A85 20170506142256
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 0A67 20170506142256
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 0A49 20170506142256
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 0A49 20170506142256
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0A49 20170506142256
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0A49 20170506142256
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0A49 20170506142257
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0A49 20170506142257
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 0A76 20170506142257
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 0A85 20170506142257
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0A85 20170506142257
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0AC6 20170506142257
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 0AEE 20170506142257
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 0B22 20170506142257
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 0B57 20170506142257
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 0B57 20170506142258
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 0BC0 20170506142258
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 0BDC 20170506142258
D0 4852 00 A3 00 00 80 FF 00 00 FF 001A 001C 001F 1205 20170506142258
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 1213 20170506142258
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 122B 20170506142258
D0 4852 00 A3 00 00 80 FF 00 00 FF 0019 001C 001F 123E 20170506142258
