Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 86 Time
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.03 0.38 0.000 20170928165447
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 225.00 0.10 3.50 12.00 0.01 0.09 0.000 20170928165448
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.01 0.38 0.000 20170928165449
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.50 0.10 3.50 12.00 0.03 0.09 0.000 20170928165449
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.01 0.09 0.000 20170928165450
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.03 0.09 0.000 20170928165450
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 225.00 0.10 3.50 12.00 0.01 0.09 1.000 20170928165451
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.50 0.10 3.50 12.00 0.03 0.38 0.000 20170928165451
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.03 0.09 0.000 20170928165452
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.01 0.38 0.000 20170928165453
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.25 0.10 3.50 12.00 0.01 0.09 0.000 20170928165453
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.50 0.10 3.50 12.00 0.03 0.09 0.000 20170928165454
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.50 0.10 3.50 12.00 0.01 0.38 0.000 20170928165454
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.01 0.38 0.000 20170928165455
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.03 0.38 0.000 20170928165455
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.50 0.10 3.50 12.00 0.01 0.09 0.000 20170928165456
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.03 0.09 0.000 20170928165457
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.50 0.10 3.50 12.00 0.03 0.09 0.000 20170928165457
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 225.00 0.10 3.50 12.00 0.03 0.38 0.000 20170928165458
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.50 0.10 3.50 12.00 0.03 0.38 0.000 20170928165458
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.03 0.09 0.000 20170928165459
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.01 0.09 0.000 20170928165459
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.03 0.38 0.000 20170928165500
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.50 0.10 3.50 12.00 0.01 0.38 0.000 20170928165500
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.01 0.38 0.000 20170928165501
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.01 0.38 0.000 20170928165501
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 30.00 31.50 2912 224.75 0.10 3.50 12.00 0.03 0.38 0.000 20170928165515
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.50 0.10 3.50 12.00 0.03 0.38 0.000 20170928165516
