Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 Time
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135325
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135325
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135325
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135325
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135325
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135325
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135326
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135326
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135326
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135326
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135326
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135326
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135326
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135326
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135326
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135327
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135327
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135327
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135327
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135327
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135327
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135327
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135327
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135328
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135328
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F837 F83C 20FB 20170914135328
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135328
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135328
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135328
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135328
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135328
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135329
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135329
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135329
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135329
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F837 F83C 20FB 20170914135329
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135329
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135329
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135329
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135329
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135330
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135330
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135330
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83C 20FB 20170914135330
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FA 20170914135330
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FA 20170914135330
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83C 20FB 20170914135330
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135330
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83C 20FB 20170914135331
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83C 20FA 20170914135331
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83C 20FB 20170914135331
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F838 F83C 20FA 20170914135331
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135331
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F838 F83C 20FB 20170914135331
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F838 F83C 20FA 20170914135331
