Address 79 7A 7B 7C 7D 7E 7F 80 81 82 90 Time
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183735
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183735
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183735
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183735
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183735
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183736
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183736
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183736
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183736
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183736
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183736
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183736
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183736
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183736
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183736
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183736
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183737
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183737
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183737
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183737
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183737
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183737
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183737
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183737
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183737
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183737
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183737
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183738
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183738
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183738
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183738
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183738
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183738
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183738
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183738
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183738
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183738
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183738
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183739
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183739
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183739
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183739
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183739
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183739
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183739
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183739
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183739
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183739
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183740
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183740
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183740
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183740
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183740
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183740
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183740
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183740
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183740
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183740
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183740
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183741
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183741
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183741
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183741
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183741
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183741
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183741
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183741
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183741
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183741
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183741
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183742
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183742
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183742
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183742
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183742
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183742
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183742
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183742
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183742
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183742
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183742
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183743
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183743
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183743
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183743
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183743
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183743
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183743
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183743
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183743
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183743
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183744
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183744
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183744
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183744
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183744
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183744
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183744
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183744
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183744
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183744
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183744
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183745
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183745
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183745
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183745
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183745
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183745
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183745
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183745
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183745
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183745
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183746
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183746
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183746
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183746
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183746
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183746
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183746
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183746
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183746
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183746
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183746
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183747
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183747
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183747
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183747
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183747
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183747
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183747
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183747
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183747
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183747
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183747
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183748
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183748
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183748
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183748
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 134F 20170505183748
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183748
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183748
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183748
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183748
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183748
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183748
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183749
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183749
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183749
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 134B 20170505183749
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 134E 20170505183749
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 134A 20170505183749
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183749
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183749
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183749
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183749
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183749
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183750
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183750
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183750
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183750
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183750
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183750
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183750
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1349 20170505183750
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 134F 20170505183750
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183750
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183751
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183751
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 134E 20170505183751
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 134B 20170505183751
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183751
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183751
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183751
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183751
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183751
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183751
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183751
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183751
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183752
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183752
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183752
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183752
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183752
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183752
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183752
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183752
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183752
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183752
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183752
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183753
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183753
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183753
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183753
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183753
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183753
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183753
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183753
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183753
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183753
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183753
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183754
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183754
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183754
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183754
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183754
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183754
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183754
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183754
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183754
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183754
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183755
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183755
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183755
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183755
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183755
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183755
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183755
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183755
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183755
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183755
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183755
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183756
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183756
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183756
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 134F 20170505183756
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 134D 20170505183756
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183756
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183756
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183756
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183756
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183756
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183756
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183757
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183757
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183757
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183757
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183757
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183757
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183757
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183757
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183757
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183757
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183757
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183758
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183758
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183758
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183758
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183758
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183758
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183758
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183758
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183758
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183758
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183758
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183759
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183759
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183759
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183759
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183759
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183759
D0 0002 8200 E900 FF00 9400 40A0 FFFF 6900 0200 FFFF 1348 20170505183759
