Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 Time
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.250 0.180 2.500 0.000 0.000 0.000 20171117154059219
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.500 0.180 2.500 0.000 0.000 0.000 20171117154059414
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.750 0.180 2.250 0.000 0.000 0.000 20171117154059615
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.500 0.180 2.500 0.000 0.000 0.000 20171117154059813
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.500 0.180 2.750 0.000 0.000 0.000 20171117154100012
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.750 0.180 2.000 0.000 0.000 0.000 20171117154100216
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 225.000 0.180 2.250 0.000 0.000 0.000 20171117154100403
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.750 0.180 2.250 0.000 0.000 0.000 20171117154100603
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.750 0.180 2.250 0.000 0.000 0.000 20171117154100797
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.750 0.180 2.250 0.000 0.000 0.000 20171117154100994
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.500 0.180 2.250 0.000 0.000 0.000 20171117154101156
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.750 0.180 2.000 0.000 0.000 0.000 20171117154101342
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.750 0.180 2.250 0.000 0.000 0.000 20171117154101536
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.500 0.180 2.250 0.000 0.000 0.000 20171117154101727
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.500 0.180 2.500 0.000 0.000 0.000 20171117154101921
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.750 0.180 2.500 0.000 0.000 0.000 20171117154102113
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.750 0.180 2.500 0.000 0.000 0.000 20171117154102308
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.750 0.180 2.500 0.000 0.000 0.000 20171117154102505
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.750 0.180 2.500 0.000 0.000 0.000 20171117154102702
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.500 0.180 2.500 0.000 0.000 0.000 20171117154102896
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.500 0.180 2.250 0.000 0.000 0.000 20171117154103090
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.750 0.180 2.500 0.000 0.000 0.000 20171117154103279
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.750 0.180 2.500 0.000 0.000 0.000 20171117154103464
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.500 0.180 2.500 0.000 0.000 0.000 20171117154103664
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.500 0.180 2.500 0.000 0.000 0.000 20171117154103862
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.500 0.180 2.500 0.000 0.000 0.000 20171117154104054
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.500 0.180 2.250 0.000 0.000 0.000 20171117154104254
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.750 0.180 2.250 0.000 0.000 0.000 20171117154104452
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 225.000 0.180 2.500 0.000 0.000 0.000 20171117154104643
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.500 0.180 2.500 0.000 0.000 0.000 20171117154104838
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.500 0.180 2.500 0.000 0.000 0.000 20171117154105031
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.750 0.180 2.250 0.000 0.000 0.000 20171117154105231
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.750 0.180 2.500 0.000 0.000 0.000 20171117154105424
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.750 0.180 2.500 0.000 0.000 0.000 20171117154105624
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 32.000 33.000 2940 224.750 0.180 2.500 0.000 0.000 0.000 20171117154105821
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.750 0.180 2.500 0.000 0.000 0.000 20171117154106011
B0 0841 00 00 00 00 80 FF 00 00 FF 27.000 31.000 33.000 2940 224.750 0.180 2.500 0.000 0.000 0.000 20171117154106204
