Address 02 30 01 40 42 44 46 48 10 11 12 20 21 22 Time
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154154
B0 0000 0000 031F 0708 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154154
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154154
B0 0000 0000 031F 0708 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154154
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154154
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154154
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154154
B0 0000 0000 031F 0708 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154155
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154155
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154155
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154155
B0 0000 0000 031F 0708 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154155
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154155
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154155
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154155
B0 0000 0000 031F 0708 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154156
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154156
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154156
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154156
B0 0000 0000 031F 0708 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154156
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154156
B0 0000 0000 031F 0672 0840 0980 0980 08C0 219.00 0.000 6.000 12.000 0.000 6.000 20170406154156
B0 0000 0000 031F 0708 0840 0980 0980 08C0 219.00 0.000 6.000 12.000 0.000 6.000 20170406154156
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154157
B0 0000 0000 031F 0672 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154157
B0 0000 0000 031F 0708 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154157
B0 0000 0000 031F 0708 0840 0980 0980 08C0 220.00 0.000 6.000 12.000 0.000 6.000 20170406154157
B0 0000 0000 031F 0672 0840 0980 0980 08C0 219.00 0.000 6.000 12.000 0.000 6.000 20170406154157
B0 0000 0000 031F 0672 0840 0980 0980 08C0 219.00 0.000 6.000 12.000 0.000 6.000 20170406154157
