Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 Time
B0 0000 00 00 00 00 00 FF FF 00 FF 28.00 29.00 F83C 2864.00 222.25 0.10 3.75 12.00 0.01 0.09 20170923105801
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.25 0.10 3.75 12.00 0.01 0.09 20170923105801
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 221.75 0.10 3.75 12.00 0.03 0.09 20170923105801
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 221.75 0.10 3.75 12.00 0.01 0.38 20170923105801
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.00 0.10 3.75 12.00 0.01 0.38 20170923105802
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.00 0.10 3.75 12.00 0.01 0.09 20170923105802
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.00 0.10 3.75 12.00 0.01 0.09 20170923105802
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.00 0.10 3.75 12.00 0.01 0.09 20170923105802
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.00 0.10 3.75 12.00 0.01 0.09 20170923105802
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.00 0.10 3.75 12.00 0.01 0.09 20170923105803
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.25 0.10 3.75 12.00 0.01 0.09 20170923105803
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.00 0.10 3.75 12.00 0.01 0.09 20170923105803
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.50 0.10 3.75 12.00 0.01 0.09 20170923105803
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.50 0.10 3.50 12.00 0.01 0.09 20170923105804
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.50 0.10 3.75 12.00 0.01 0.09 20170923105804
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.00 0.10 3.50 12.00 0.01 0.09 20170923105804
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2864.00 222.00 0.10 3.50 12.00 0.01 0.09 20170923105804
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2880.00 222.00 0.10 3.50 12.00 0.01 0.09 20170923105804
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2880.00 222.50 0.10 3.50 12.00 0.01 0.09 20170923105805
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2880.00 222.00 0.10 3.50 12.00 0.01 0.38 20170923105805
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2880.00 222.00 0.10 3.50 12.00 0.01 0.09 20170923105805
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2880.00 222.25 0.10 3.50 12.00 0.01 0.09 20170923105805
B0 0002 00 00 00 00 80 FF FF 00 FF 28.50 29.00 F83C 2880.00 222.00 0.10 3.50 12.00 0.01 0.09 20170923105805
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 F83C 2880.00 222.00 0.10 3.50 12.00 0.01 0.09 20170923105806
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 F83C 2896.00 222.00 0.10 3.50 12.00 0.01 0.09 20170923105806
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 F83C 2896.00 222.25 0.10 3.50 12.00 0.01 0.09 20170923105806
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 F83C 2896.00 222.00 0.10 3.50 12.00 0.01 0.09 20170923105806
B0 0002 00 00 00 00 80 FF FF 00 FF 28.00 29.00 F83C 2896.00 222.25 0.10 3.50 12.00 0.01 0.09 20170923105806
