02 30 01 40 42 44 46 48 10 11 12 20 21 22 Time
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090151
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090151
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090151
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090151
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090152
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090152
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090152
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090152
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090152
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090152
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090152
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090152
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 223.00 0.000 11.000 12.000 0.000 6.000 20171026090153
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090153
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090153
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090153
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090153
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090153
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090153
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090153
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090154
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090154
BE 0000 0000 030F 0C4E 0700 07A0 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090154
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090154
BE 0000 0000 030F 0CE4 0700 07A0 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090154
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090154
BE 0000 0000 030F 0CE4 0700 07A0 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090154
BE 0000 0000 030F 0C4E 0700 07A0 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090154
BE 0000 0000 030F 0C4E 0700 07A0 08E0 08E0 223.00 0.000 11.000 12.000 0.000 6.000 20171026090154
BE 0000 0000 030F 0CE4 0700 07A0 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090155
BE 0000 0000 030F 0C4E 0700 07A0 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090155
BE 0000 0000 030F 0CE4 0700 07A0 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090155
BE 0000 0000 030F 0C4E 0700 07A0 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090155
BE 0000 0000 030F 0CE4 0700 07A0 0900 0900 224.00 0.000 11.000 12.000 0.000 6.000 20171026090155
BE 000B 0000 000D 0C4E 0700 07A0 08E0 0900 224.00 0.000 6.000 12.000 0.000 6.000 20171026090155
BE 000B 0000 0409 0CE4 0700 07A0 08E0 0900 0.00 0.000 0.000 12.000 0.000 6.000 20171026090155
BE 000B 0000 0409 0C4E 0700 07A0 08E0 0900 0.00 0.000 0.000 12.000 0.000 6.000 20171026090155
BE 000B 0000 0409 0CE4 0700 07A0 08E0 0900 0.00 0.000 0.000 12.000 0.000 6.000 20171026090156
BE 000B 0000 0408 0CE4 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090156
BE 000B 0000 0008 0C4E 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090156
BE 000B 0000 0008 0C4E 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090156
BE 000B 0000 0008 0BB8 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090156
BE 000B 0000 0008 0A8C 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090156
BE 000B 0000 0008 09F6 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090156
BE 000B 0000 0008 0960 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090156
BE 000B 0000 0008 08CA 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090157
BE 000B 0000 0008 04B0 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090157
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090157
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090157
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090157
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090157
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090157
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090157
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090158
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090158
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090158
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090158
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090158
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090158
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090158
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090158
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090159
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090159
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090159
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090159
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090159
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090159
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090159
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090159
BE 000B 0000 0008 0000 0720 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090159
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090200
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090200
BE 000B 0000 0008 0000 0720 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090200
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090200
BE 000B 0000 0008 0000 0720 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090200
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090200
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090200
BE 000B 0000 0008 0000 0720 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090200
BE 000B 0000 0008 0000 0720 07A0 08E0 0900 0.00 0.000 0.000 0.000 0.000 0.000 20171026090201
BE 000B 0000 0008 0000 0700 07A0 08E0 0900 24.00 12.000 768.000 3.000 12.000 768.000 20171026090204
BE 0300 0300 0300 0300 0300 0300 0300 0300 24.00 12.000 768.000 3.000 12.000 768.000 20171026090204
BE 00FF 00FF 00FF 0000 0000 0000 0000 0000 0.00 0.000 0.000 0.000 0.000 0.000 20171026090205
BE 000B 0000 0008 0096 0000 0780 0000 0900 223.00 0.000 6.000 0.000 0.000 0.000 20171026090205
BE 000B 0000 0008 0000 0000 0780 0000 0900 224.00 0.000 6.000 0.000 0.000 0.000 20171026090205
BE 000B 0000 0008 0000 0000 0780 0000 0900 224.00 0.000 6.000 0.000 0.000 0.000 20171026090205
BE 000B 0000 0008 0000 0000 0780 08C0 0900 223.00 0.000 85.000 0.000 0.000 0.000 20171026090205
BE 000B 0000 000C 0000 0000 0780 08C0 0900 223.00 0.000 6.000 0.000 0.000 0.000 20171026090205
BE 000B 0000 000C 0000 0000 0780 08C0 0900 223.00 0.000 6.000 0.000 0.000 0.000 20171026090205
BE 000B 0000 000C 0000 0000 0780 08C0 0900 223.00 0.000 6.000 0.000 0.000 0.000 20171026090205
BE 000B 0000 030E 0000 0000 0780 08C0 0900 224.00 0.000 6.000 12.000 0.000 6.000 20171026090206
BE 0000 0000 030F 0096 0000 0780 08C0 0900 223.00 0.000 10.000 12.000 0.000 6.000 20171026090206
BE 0000 0000 030F 04B0 0000 0780 08C0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090206
BE 0000 0000 030F 05DC 0000 0780 08E0 0900 223.00 0.000 12.000 12.000 0.000 6.000 20171026090206
BE 0000 0000 030F 0546 0000 0780 08E0 0900 223.00 0.000 12.000 12.000 0.000 6.000 20171026090206
BE 0000 0000 030F 0546 0000 0780 08E0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090206
BE 0000 0000 030F 04B0 0000 0780 08E0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090206
BE 0000 0000 030F 041A 0000 0780 08E0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090206
BE 0000 0000 030F 041A 0000 0780 08E0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090207
BE 0000 0000 030F 041A 0000 0780 08E0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090207
BE 0000 0000 030F 0384 0000 0780 08E0 0900 223.00 0.000 6.000 12.000 0.000 6.000 20171026090207
BE 0000 0000 030F 041A 0000 0780 08E0 0900 223.00 0.000 9.000 12.000 0.000 6.000 20171026090207
BE 0000 0000 030F 0384 0000 0780 08E0 0900 224.00 0.000 11.000 12.000 0.000 6.000 20171026090207
BE 0000 0000 030F 02EE 0000 0780 08E0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090207
BE 0000 0000 030F 0384 0000 0780 08E0 0900 224.00 0.000 11.000 12.000 0.000 6.000 20171026090207
BE 0000 0000 030F 0384 0000 0780 08E0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090207
BE 0000 0000 030F 0384 0000 0780 08E0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090207
BE 0000 0000 030F 0384 0720 0780 08E0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090208
BE 0000 0000 030F 0384 0720 0780 08E0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090208
BE 0000 0000 030F 0384 0720 0780 08E0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090208
BE 0000 0000 030F 0384 0720 0780 08E0 0900 223.00 0.000 11.000 12.000 0.000 6.000 20171026090208
BE 0000 0000 030F 0384 0720 0780 08E0 0900 224.00 0.000 11.000 12.000 0.000 6.000 20171026090208
