02 30 01 40 42 44 46 48 10 11 12 20 21 22 Time
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090147
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090147
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090147
BE 0000 0000 030F 0C4E 06E0 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090148
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090148
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090148
BE 0000 0000 030F 0CE4 06E0 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090148
BE 0000 0000 030F 0C4E 06E0 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090148
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090148
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090148
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090148
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 223.00 0.000 11.000 12.000 0.000 6.000 20171026090149
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 223.00 0.000 11.000 12.000 0.000 6.000 20171026090149
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090149
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 223.00 0.000 11.000 12.000 0.000 6.000 20171026090149
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090149
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090149
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090149
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090149
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090149
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090150
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090150
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090150
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090150
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090150
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090150
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090150
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090150
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 223.00 0.000 11.000 12.000 0.000 6.000 20171026090151
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 223.00 0.000 11.000 12.000 0.000 6.000 20171026090151
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 223.00 0.000 11.000 12.000 0.000 6.000 20171026090151
BE 0000 0000 030F 0C4E 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090151
BE 0000 0000 030F 0CE4 0700 0780 08E0 08E0 224.00 0.000 11.000 12.000 0.000 6.000 20171026090151
