Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 86 Time
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.50 0.10 3.50 12.00 0.01 0.09 0.000 20170928175529
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 229.00 0.10 3.50 12.00 0.03 0.09 0.000 20170928175530
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.75 0.10 3.50 12.00 0.01 0.38 0.000 20170928175531
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.75 0.10 3.50 12.00 0.03 0.38 0.000 20170928175531
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.50 0.10 3.50 12.00 0.03 0.38 0.000 20170928175532
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 229.25 0.10 3.50 12.00 0.03 0.09 0.000 20170928175532
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.75 0.10 3.50 12.00 0.01 0.38 0.000 20170928175533
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.75 0.10 3.50 12.00 0.03 0.38 0.000 20170928175533
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.75 0.10 3.50 12.00 0.03 0.09 0.000 20170928175534
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 229.25 0.10 3.50 12.00 0.01 0.38 0.000 20170928175534
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.75 0.10 3.50 12.00 0.01 0.38 0.000 20170928175535
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.75 0.10 3.50 12.00 0.03 0.38 0.000 20170928175536
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.75 0.10 3.50 12.00 0.03 0.38 0.000 20170928175536
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.75 0.10 3.50 12.00 0.03 0.09 0.000 20170928175537
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 229.00 0.10 3.50 12.00 0.01 0.38 1.000 20170928175537
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.75 0.10 3.50 12.00 0.01 0.38 0.000 20170928175538
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 229.00 0.10 3.50 12.00 0.03 0.09 0.000 20170928175538
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 228.75 0.10 3.50 12.00 0.03 0.38 0.000 20170928175539
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 229.00 0.10 3.50 12.00 0.03 0.38 0.000 20170928175539
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 229.00 0.10 3.50 12.00 0.03 0.09 0.000 20170928175543
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2864 229.25 0.10 3.50 12.00 0.01 0.09 0.000 20170928175544
