Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 Time
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F8 222.75 0.10 3.25 20170923102345
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F8 222.75 0.10 3.25 20170923102345
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F8 222.50 0.10 3.25 20170923102345
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102345
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 223.00 0.10 3.25 20170923102345
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.75 0.10 3.25 20170923102345
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.75 0.10 3.25 20170923102345
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.75 0.10 3.25 20170923102346
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 223.00 0.10 3.25 20170923102346
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.75 0.10 3.25 20170923102346
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102346
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102346
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.75 0.10 3.25 20170923102346
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.75 0.10 3.25 20170923102346
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102347
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102347
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.75 0.10 3.25 20170923102347
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102347
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102347
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102347
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102348
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.75 0.10 3.25 20170923102348
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102348
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102348
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102348
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102348
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102348
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FA 222.50 0.10 3.25 20170923102349
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.75 0.10 3.25 20170923102349
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102349
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102349
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102349
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102349
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.75 0.10 3.25 20170923102350
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102350
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FA 222.00 0.10 3.25 20170923102350
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FA 222.50 0.10 3.25 20170923102350
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102350
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FA 222.00 0.10 3.25 20170923102350
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102351
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102351
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FA 222.25 0.10 3.25 20170923102351
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102351
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102351
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102351
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.75 0.10 3.25 20170923102351
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102352
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102352
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102352
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.50 0.10 3.25 20170923102352
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102352
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102352
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.75 0.10 3.25 20170923102353
B0 0843 00 00 00 00 00 FF FF 00 FF F838 F83A F83E 20FA 222.25 0.10 3.25 20170923102353
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FB 222.25 0.10 4.00 20170923102353
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FB 222.00 0.10 3.75 20170923102353
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FA 222.25 0.10 3.50 20170923102353
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F9 222.25 0.10 3.25 20170923102353
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F7 222.25 0.10 3.00 20170923102353
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F4 222.25 0.10 3.00 20170923102354
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F1 222.50 0.10 2.50 20170923102354
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20EE 222.50 0.10 2.50 20170923102354
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20EB 222.00 0.10 2.25 20170923102354
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20E7 222.00 0.09 2.00 20170923102354
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20E4 222.50 0.09 2.00 20170923102354
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20E0 222.50 0.09 1.75 20170923102354
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20DD 222.25 0.09 1.75 20170923102355
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20DB 222.25 0.10 1.75 20170923102355
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D8 222.50 0.10 1.75 20170923102355
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D6 222.50 0.10 1.75 20170923102355
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D4 222.50 0.10 1.75 20170923102355
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D2 222.25 0.10 1.00 20170923102355
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D1 222.50 0.10 1.25 20170923102356
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CF 222.50 0.10 1.50 20170923102356
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CE 222.50 0.10 1.75 20170923102356
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CC 222.25 0.10 2.00 20170923102356
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CB 222.25 0.10 2.25 20170923102356
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CA 222.50 0.10 2.50 20170923102356
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 222.50 0.10 2.75 20170923102356
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C9 222.25 0.10 3.00 20170923102357
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C8 222.50 0.10 3.00 20170923102357
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.25 0.10 3.25 20170923102357
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C6 222.25 0.10 3.50 20170923102357
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C6 222.25 0.10 3.50 20170923102357
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C5 222.25 0.10 3.50 20170923102357
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C5 222.50 0.10 3.50 20170923102358
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C4 222.75 0.10 3.50 20170923102358
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C4 222.00 0.10 3.50 20170923102358
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C4 222.25 0.10 3.50 20170923102358
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C3 222.50 0.10 3.50 20170923102358
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C3 222.50 0.10 3.50 20170923102358
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C3 222.25 0.10 3.50 20170923102358
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C3 222.25 0.10 3.50 20170923102359
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C2 222.25 0.10 3.50 20170923102359
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C2 222.50 0.10 3.50 20170923102359
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C2 221.75 0.10 3.50 20170923102359
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C2 222.00 0.10 3.50 20170923102359
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C2 222.25 0.10 3.50 20170923102359
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C1 222.25 0.10 3.50 20170923102359
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C0 222.00 0.12 5.00 20170923102400
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C0 222.00 0.13 6.00 20170923102400
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C1 222.25 0.13 5.75 20170923102400
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C2 222.25 0.13 5.50 20170923102400
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C3 222.00 0.13 5.25 20170923102400
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C5 222.00 0.13 5.50 20170923102400
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20C7 222.50 0.13 5.25 20170923102401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CA 222.25 0.13 5.25 20170923102401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20CD 222.25 0.11 5.25 20170923102401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D1 222.00 0.10 5.25 20170923102401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D5 222.00 0.10 5.25 20170923102401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20D8 222.25 0.10 5.25 20170923102401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20DC 222.25 0.10 5.25 20170923102401
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20E1 222.00 0.10 5.25 20170923102402
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20E5 222.25 0.10 5.25 20170923102402
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20EA 222.00 0.10 5.25 20170923102402
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20EE 221.75 0.10 5.25 20170923102402
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F2 221.75 0.10 2.50 20170923102402
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F5 221.75 0.10 3.00 20170923102402
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20F8 222.25 0.10 3.00 20170923102403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FB 222.25 0.10 3.25 20170923102403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83E 20FD 221.75 0.10 3.50 20170923102403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20FF 222.00 0.10 3.25 20170923102403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2101 222.00 0.10 3.25 20170923102403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2102 222.00 0.10 3.50 20170923102403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2104 222.00 0.10 3.50 20170923102403
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2105 222.25 0.10 3.50 20170923102404
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2105 222.25 0.10 3.50 20170923102404
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2106 222.00 0.10 3.50 20170923102404
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2107 221.75 0.10 3.50 20170923102404
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F839 F83D 2107 222.00 0.10 3.50 20170923102404
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2107 222.25 0.10 3.50 20170923102404
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2108 222.25 0.10 3.50 20170923102405
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2108 222.00 0.10 3.50 20170923102405
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2108 222.00 0.10 3.50 20170923102405
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2108 222.00 0.10 3.50 20170923102405
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2108 222.00 0.10 3.50 20170923102405
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2108 221.75 0.10 3.50 20170923102405
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2108 222.25 0.10 3.25 20170923102405
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2108 222.25 0.10 3.25 20170923102406
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2108 222.00 0.10 3.25 20170923102406
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2107 222.00 0.10 3.25 20170923102406
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2107 222.25 0.10 3.25 20170923102406
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2107 222.00 0.10 3.25 20170923102406
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2107 222.25 0.10 3.25 20170923102406
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2106 222.00 0.10 3.25 20170923102407
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2106 222.25 0.10 3.25 20170923102407
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2106 222.25 0.10 3.25 20170923102407
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2105 222.25 0.10 3.25 20170923102407
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2105 222.00 0.10 3.25 20170923102407
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F839 F83D 2105 222.25 0.10 3.25 20170923102407
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2104 222.25 0.10 3.25 20170923102407
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2104 222.25 0.10 3.25 20170923102408
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2104 221.75 0.10 3.25 20170923102408
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2103 222.00 0.10 3.25 20170923102408
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2103 222.25 0.10 3.25 20170923102408
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F839 F83D 2103 222.00 0.10 3.25 20170923102408
B0 0841 00 00 00 00 00 FF FF 00 FF F838 F83A F83D 2103 221.75 0.10 3.25 20170923102408
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2103 222.25 0.10 3.75 20170923102408
B0 0843 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2102 222.25 0.10 3.50 20170923102409
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 2100 222.25 0.10 3.50 20170923102409
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20FE 222.00 0.10 3.25 20170923102409
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20FC 222.00 0.10 3.00 20170923102409
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20F8 222.25 0.10 2.75 20170923102409
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20F5 222.25 0.10 2.75 20170923102409
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20F1 222.00 0.10 2.50 20170923102410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20ED 222.00 0.09 2.25 20170923102410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20E9 222.00 0.09 2.00 20170923102410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20E5 222.00 0.09 1.75 20170923102410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20E2 221.75 0.09 1.75 20170923102410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20DE 221.75 0.10 1.75 20170923102410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20DC 222.25 0.10 1.75 20170923102410
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20D9 222.25 0.10 1.75 20170923102411
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20D7 222.00 0.10 1.75 20170923102411
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20D5 221.75 0.10 1.75 20170923102411
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20D3 222.00 0.10 1.25 20170923102411
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20D1 222.00 0.10 1.50 20170923102411
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20D0 222.00 0.10 1.50 20170923102411
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20CE 222.00 0.10 2.00 20170923102411
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20CD 222.25 0.10 2.00 20170923102412
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20CC 222.00 0.10 2.25 20170923102412
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20CB 222.00 0.10 2.50 20170923102412
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20CA 221.75 0.10 2.50 20170923102412
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20C9 221.75 0.10 2.75 20170923102412
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20C8 222.00 0.10 3.00 20170923102412
B0 0002 00 00 00 00 80 FF FF 00 FF F838 F83A F83D 20C7 222.25 0.10 3.25 20170923102412
B0 0002 FF 00 38 00 80 FF FF 00 FF F838 F83A F838 2108 0.00 0.00 0.00 20170923102419
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F838 2108 0.00 0.00 0.00 20170923102419
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F838 2108 0.00 0.00 0.00 20170923102420
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F838 2107 0.00 0.00 0.00 20170923102420
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F838 2107 0.00 0.00 0.00 20170923102420
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F838 2107 0.00 0.00 0.00 20170923102420
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F838 2107 0.00 0.00 0.00 20170923102420
B0 284B 00 00 38 00 80 FF FF 00 FF F838 F83A F838 2106 0.00 0.00 0.00 20170923102420
