Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 88 89 97 8B 8C 96 86 Time
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 225.25 0.10 3.50 12.00 0.03 0.09 0 20170928170121
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 225.25 0.10 3.50 12.00 0.03 0.38 0 20170928170122
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.50 0.10 3.50 12.00 0.01 0.38 0 20170928170122
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.00 0.10 3.50 12.00 0.01 0.09 0 20170928170123
B0 0002 00 00 00 00 80 FF FF 00 FF 29.00 29.50 31.50 2912 224.00 0.10 3.50 12.00 0.03 0.38 0 20170928170124
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.00 0.10 3.50 12.00 0.01 0.09 0 20170928170124
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.00 0.10 3.50 12.00 0.03 0.09 0 20170928170125
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 29.50 31.50 2912 224.50 0.10 3.50 12.00 0.01 0.38 0 20170928170129
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 224.25 0.10 3.50 12.00 0.01 0.38 0 20170928170130
B0 0002 00 00 00 00 80 FF FF 00 FF 29.50 30.00 31.50 2912 223.75 0.10 3.50 12.00 0.03 0.38 4 20170928170131
