Address 79 7A 7B 7C 7D 7E 7F 80 81 82 8D 8E 8F 90 Time
B0 0841 00 00 00 00 00 FF FF 00 FF F837 F838 F83A 20F9 20170914132635
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132635
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132635
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132636
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132636
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132636
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132636
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132636
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132636
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132636
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132636
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132636
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132637
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132637
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132637
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132637
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132637
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132637
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132637
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132637
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132637
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132638
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132638
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132638
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132638
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132638
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132638
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132638
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83B 20F9 20170914132638
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83B 20F9 20170914132639
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83B 20F9 20170914132639
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132639
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83A 20F9 20170914132639
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83B 20F9 20170914132639
B0 0843 00 00 00 00 80 FF FF 00 FF F836 F838 F83B 20F9 20170914132639
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83B 20F9 20170914132639
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83B 20F9 20170914132639
B0 0843 00 00 00 00 80 FF FF 00 FF F837 F838 F83B 20F9 20170914132640
